speciesKey,iucnRedListCategory,iucnRedListStatus
2700617,NE,Not Evaluated
2676224,NE,Not Evaluated
5369731,LC,Least Concern
2974946,NE,Not Evaluated
8180842,NE,Not Evaluated
7923515,NE,Not Evaluated
2689491,NE,Not Evaluated
2676100,NE,Not Evaluated
5365496,NE,Not Evaluated
8077224,LC,Least Concern
1798449,NE,Not Evaluated
1864358,NE,Not Evaluated
1427883,LC,Least Concern
5101678,NE,Not Evaluated
5414326,NE,Not Evaluated
7339315,NE,Not Evaluated
5258678,NE,Not Evaluated
5742496,NE,Not Evaluated
1690685,NE,Not Evaluated
9095397,NE,Not Evaluated
3171969,NE,Not Evaluated
5220170,LC,Least Concern
2520862,NE,Not Evaluated
5742390,NE,Not Evaluated
6097236,NE,Not Evaluated
8270406,NE,Not Evaluated
5156102,NE,Not Evaluated
1888484,NE,Not Evaluated
5217160,LC,Least Concern
5976740,NT,Near Threatened
2916975,NE,Not Evaluated
5371685,LC,Least Concern
1071240,NE,Not Evaluated
3172347,LC,Least Concern
3028699,NE,Not Evaluated
2747703,LC,Least Concern
2423435,LC,Least Concern
3033266,NE,Not Evaluated
3046224,NE,Not Evaluated
7332007,NE,Not Evaluated
5411465,NE,Not Evaluated
7984088,NE,Not Evaluated
5362008,NE,Not Evaluated
2810155,NE,Not Evaluated
3033289,NE,Not Evaluated
1932411,NE,Not Evaluated
1734704,NE,Not Evaluated
8153621,NE,Not Evaluated
4485798,NE,Not Evaluated
2722602,NE,Not Evaluated
2812375,NE,Not Evaluated
2797913,NE,Not Evaluated
1556243,NE,Not Evaluated
7308042,NE,Not Evaluated
2840460,LC,Least Concern
8231647,LC,Least Concern
9213153,NE,Not Evaluated
5331235,NE,Not Evaluated
2778437,LC,Least Concern
2812392,NE,Not Evaluated
2858581,LC,Least Concern
3731843,NE,Not Evaluated
5359499,NE,Not Evaluated
5358748,NE,Not Evaluated
5359018,NE,Not Evaluated
2553128,NE,Not Evaluated
3143034,NE,Not Evaluated
5392252,NE,Not Evaluated
4065790,NE,Not Evaluated
5358812,NE,Not Evaluated
1923019,NE,Not Evaluated
1920496,NE,Not Evaluated
1541562,NE,Not Evaluated
4560976,LC,Least Concern
8137961,NE,Not Evaluated
2716489,LC,Least Concern
3992189,NE,Not Evaluated
5329324,LC,Least Concern
4471016,NT,Near Threatened
5204862,LC,Least Concern
2360842,LC,Least Concern
2367872,LC,Least Concern
7673702,NE,Not Evaluated
4409634,LC,Least Concern
2365685,LC,Least Concern
2359706,LC,Least Concern
2360551,NT,Near Threatened
2368212,LC,Least Concern
2360759,LC,Least Concern
5334227,NE,Not Evaluated
5206749,LC,Least Concern
1535529,NE,Not Evaluated
2360504,LC,Least Concern
3112694,NE,Not Evaluated
2394486,LC,Least Concern
2538088,NE,Not Evaluated
7591079,NE,Not Evaluated
1862765,NE,Not Evaluated
8285827,NE,Not Evaluated
8429926,NE,Not Evaluated
3046041,NE,Not Evaluated
8185959,NE,Not Evaluated
1901850,NE,Not Evaluated
4535620,NE,Not Evaluated
1880140,NE,Not Evaluated
5744135,NE,Not Evaluated
1425240,LC,Least Concern
5312179,NE,Not Evaluated
4490563,NE,Not Evaluated
5389173,NE,Not Evaluated
3172300,NE,Not Evaluated
3817384,NE,Not Evaluated
3105433,NE,Not Evaluated
5976815,LC,Least Concern
3040249,LC,Least Concern
7319269,NE,Not Evaluated
8092145,NE,Not Evaluated
8109173,NE,Not Evaluated
9220780,LC,Least Concern
3168109,NE,Not Evaluated
5744106,NE,Not Evaluated
2149937,NE,Not Evaluated
2880130,LC,Least Concern
6376340,NE,Not Evaluated
5284884,LC,Least Concern
7270381,NE,Not Evaluated
2925889,NE,Not Evaluated
7127810,LC,Least Concern
5341373,NE,Not Evaluated
2875818,LC,Least Concern
1894714,NE,Not Evaluated
1690432,LC,Least Concern
1428595,LC,Least Concern
1838911,NE,Not Evaluated
1738245,NE,Not Evaluated
1909838,NE,Not Evaluated
1891326,NE,Not Evaluated
7845022,NE,Not Evaluated
8794742,NE,Not Evaluated
2808461,NE,Not Evaluated
5324940,NE,Not Evaluated
2808646,NE,Not Evaluated
2792827,NE,Not Evaluated
2795952,NE,Not Evaluated
9117055,NE,Not Evaluated
8925249,NE,Not Evaluated
5249504,LC,Least Concern
2525710,NE,Not Evaluated
4470612,NE,Not Evaluated
3152374,NE,Not Evaluated
8293140,NE,Not Evaluated
3084719,LC,Least Concern
5249353,NE,Not Evaluated
3082234,NE,Not Evaluated
9529916,LC,Least Concern
5248508,LC,Least Concern
2482552,LC,Least Concern
9702100,LC,Least Concern
1312367,NE,Not Evaluated
2840555,LC,Least Concern
2433753,NT,Near Threatened
8553372,NE,Not Evaluated
5415020,NE,Not Evaluated
2435035,NE,Not Evaluated
2165401,NE,Not Evaluated
5248458,NE,Not Evaluated
7333169,NE,Not Evaluated
5242777,NE,Not Evaluated
5242507,NE,Not Evaluated
3095609,NE,Not Evaluated
4428461,NE,Not Evaluated
3172001,NE,Not Evaluated
2891783,NE,Not Evaluated
4470451,NE,Not Evaluated
4445931,NE,Not Evaluated
10258634,NE,Not Evaluated
10029403,NE,Not Evaluated
3929423,LC,Least Concern
3928615,LC,Least Concern
7278071,NE,Not Evaluated
7277925,NE,Not Evaluated
1651430,NE,Not Evaluated
2891147,NE,Not Evaluated
8303746,NE,Not Evaluated
4565020,NE,Not Evaluated
2888948,NE,Not Evaluated
9387884,LC,Least Concern
4564882,NE,Not Evaluated
2232971,NE,Not Evaluated
2208185,NE,Not Evaluated
2229218,NE,Not Evaluated
2229670,NE,Not Evaluated
1022070,NE,Not Evaluated
10412218,LC,Least Concern
1699913,NE,Not Evaluated
4417555,LC,Least Concern
2533359,NE,Not Evaluated
5243458,LC,Least Concern
5954949,LC,Least Concern
7872906,LC,Least Concern
3120350,NE,Not Evaluated
2150764,NE,Not Evaluated
7540164,LC,Least Concern
7611086,NE,Not Evaluated
2484890,LC,Least Concern
7571319,LC,Least Concern
1761735,NE,Not Evaluated
7389824,NE,Not Evaluated
3127613,NE,Not Evaluated
3034830,NE,Not Evaluated
5858758,NE,Not Evaluated
5098489,NE,Not Evaluated
4553016,NE,Not Evaluated
1713302,NE,Not Evaluated
5752087,NE,Not Evaluated
2203611,NE,Not Evaluated
1684006,LC,Least Concern
2178930,NE,Not Evaluated
1782560,NE,Not Evaluated
2158999,NE,Not Evaluated
7764232,LC,Least Concern
7987658,LC,Least Concern
7270648,NE,Not Evaluated
1315144,NT,Near Threatened
2965287,LC,Least Concern
3128285,NE,Not Evaluated
5661495,NE,Not Evaluated
3120317,NE,Not Evaluated
5134682,NE,Not Evaluated
4388663,NE,Not Evaluated
2927280,NE,Not Evaluated
2927000,NE,Not Evaluated
3033836,NE,Not Evaluated
7958539,NE,Not Evaluated
2926894,NE,Not Evaluated
3070106,NE,Not Evaluated
5220136,LC,Least Concern
1342108,NE,Not Evaluated
2426795,LC,Least Concern
8366345,NE,Not Evaluated
8824388,NE,Not Evaluated
5960862,LC,Least Concern
3085360,NE,Not Evaluated
1311527,NE,Not Evaluated
1013464,NE,Not Evaluated
4460074,NE,Not Evaluated
7750780,NE,Not Evaluated
2926945,NE,Not Evaluated
2440891,NE,Not Evaluated
3809939,NE,Not Evaluated
5115771,NE,Not Evaluated
2481047,LC,Least Concern
7331747,NE,Not Evaluated
4473762,NE,Not Evaluated
7955974,NE,Not Evaluated
4473688,NE,Not Evaluated
4473786,NE,Not Evaluated
6097896,NE,Not Evaluated
2753505,NE,Not Evaluated
3190653,LC,Least Concern
5331347,NE,Not Evaluated
5369701,LC,Least Concern
5640455,NE,Not Evaluated
7334006,NE,Not Evaluated
4102952,NE,Not Evaluated
8133541,NE,Not Evaluated
2889841,LC,Least Concern
7339313,NE,Not Evaluated
2925855,NE,Not Evaluated
3742214,NE,Not Evaluated
7956743,NE,Not Evaluated
4485843,NE,Not Evaluated
2926683,NE,Not Evaluated
3170115,NE,Not Evaluated
5414062,NE,Not Evaluated
2494329,LC,Least Concern
2490274,LC,Least Concern
5228676,LC,Least Concern
2492942,LC,Least Concern
2481819,LC,Least Concern
2478548,LC,Least Concern
2497701,LC,Least Concern
2493118,LC,Least Concern
2492960,LC,Least Concern
2487603,LC,Least Concern
6093527,LC,Least Concern
2493551,LC,Least Concern
2489214,LC,Least Concern
8128385,LC,Least Concern
8214667,LC,Least Concern
2493136,LC,Least Concern
2487866,LC,Least Concern
5229167,LC,Least Concern
2481700,LC,Least Concern
5231763,LC,Least Concern
9613112,LC,Least Concern
2493012,LC,Least Concern
2493220,LC,Least Concern
7865305,LC,Least Concern
2498261,LC,Least Concern
2495471,LC,Least Concern
2481719,LC,Least Concern
2490737,LC,Least Concern
2497921,LC,Least Concern
7806848,LC,Least Concern
2481726,LC,Least Concern
9813242,LC,Least Concern
2490266,LC,Least Concern
2498017,LC,Least Concern
2480259,LC,Least Concern
2875780,LC,Least Concern
3797084,NE,Not Evaluated
7656811,NE,Not Evaluated
1165552,NE,Not Evaluated
8338716,NE,Not Evaluated
5410436,NE,Not Evaluated
4485839,NE,Not Evaluated
7723078,LC,Least Concern
2098131,NE,Not Evaluated
1428715,LC,Least Concern
1311649,NE,Not Evaluated
8314088,NE,Not Evaluated
1933095,NE,Not Evaluated
2059300,NE,Not Evaluated
2026242,NE,Not Evaluated
5138561,NE,Not Evaluated
5714680,NE,Not Evaluated
5141291,NE,Not Evaluated
5137903,NE,Not Evaluated
11874998,NE,Not Evaluated
8946979,NE,Not Evaluated
1425327,LC,Least Concern
2050224,NE,Not Evaluated
1717828,NE,Not Evaluated
5772890,NE,Not Evaluated
1926861,NE,Not Evaluated
5002115,NE,Not Evaluated
7496589,NE,Not Evaluated
2016266,NE,Not Evaluated
7666233,LC,Least Concern
1933138,NE,Not Evaluated
1896841,NE,Not Evaluated
1894268,NE,Not Evaluated
7634721,NE,Not Evaluated
1708167,LC,Least Concern
1720967,NE,Not Evaluated
4488801,NE,Not Evaluated
5733449,NE,Not Evaluated
1701343,NE,Not Evaluated
1716462,NE,Not Evaluated
7485500,NE,Not Evaluated
1922584,LC,Least Concern
8133678,NE,Not Evaluated
7728366,NE,Not Evaluated
1918733,LC,Least Concern
1911278,NE,Not Evaluated
1911298,NE,Not Evaluated
5005597,NE,Not Evaluated
2013556,NE,Not Evaluated
8078362,NE,Not Evaluated
8168644,NE,Not Evaluated
1920851,NE,Not Evaluated
1688297,NE,Not Evaluated
1688031,NE,Not Evaluated
1143990,NE,Not Evaluated
4391874,NE,Not Evaluated
4485787,NE,Not Evaluated
8393082,NE,Not Evaluated
4482791,NE,Not Evaluated
7582240,NE,Not Evaluated
2070972,NE,Not Evaluated
7622059,NE,Not Evaluated
8356768,NE,Not Evaluated
1928248,NE,Not Evaluated
1931779,NE,Not Evaluated
1925918,NE,Not Evaluated
1692724,LC,Least Concern
1703254,NE,Not Evaluated
1421193,LC,Least Concern
7648359,NE,Not Evaluated
2079123,NE,Not Evaluated
5140214,NE,Not Evaluated
1928960,NE,Not Evaluated
4525266,NE,Not Evaluated
4532493,NE,Not Evaluated
4483700,NE,Not Evaluated
5152788,NE,Not Evaluated
1899349,NE,Not Evaluated
8189761,NE,Not Evaluated
1423859,LC,Least Concern
1081186,NE,Not Evaluated
4485955,NE,Not Evaluated
1890679,NE,Not Evaluated
8277078,NE,Not Evaluated
5138543,NE,Not Evaluated
1945569,NE,Not Evaluated
4535636,NE,Not Evaluated
1702607,NE,Not Evaluated
1421199,LC,Least Concern
11104870,NE,Not Evaluated
4485936,NE,Not Evaluated
7664111,NE,Not Evaluated
1934693,NE,Not Evaluated
7792296,NE,Not Evaluated
7591128,NE,Not Evaluated
1314946,NE,Not Evaluated
5749489,NE,Not Evaluated
1949784,NE,Not Evaluated
1710802,NE,Not Evaluated
1428686,LC,Least Concern
2040425,NE,Not Evaluated
5137706,NE,Not Evaluated
8140883,NE,Not Evaluated
8302684,NE,Not Evaluated
1916412,NE,Not Evaluated
8273661,NE,Not Evaluated
5138681,NE,Not Evaluated
1055182,NE,Not Evaluated
5879654,NE,Not Evaluated
7807922,NE,Not Evaluated
4486755,NE,Not Evaluated
2030364,NE,Not Evaluated
8666127,NE,Not Evaluated
4535632,NE,Not Evaluated
1899818,NE,Not Evaluated
4486660,NE,Not Evaluated
1539177,NE,Not Evaluated
5139156,NE,Not Evaluated
1684290,LC,Least Concern
2075790,NE,Not Evaluated
1899433,NE,Not Evaluated
4710498,NE,Not Evaluated
5758737,NE,Not Evaluated
8203812,NE,Not Evaluated
5140436,NE,Not Evaluated
1080269,NE,Not Evaluated
1925454,NE,Not Evaluated
2036109,NE,Not Evaluated
5732383,NE,Not Evaluated
4488359,NE,Not Evaluated
1920494,NE,Not Evaluated
1710920,NE,Not Evaluated
1708667,NE,Not Evaluated
1893137,NE,Not Evaluated
1425203,LC,Least Concern
8321248,NE,Not Evaluated
1043082,NE,Not Evaluated
1684269,LC,Least Concern
1920892,NE,Not Evaluated
4990995,NE,Not Evaluated
2013785,NE,Not Evaluated
5882965,NE,Not Evaluated
1921466,NE,Not Evaluated
1949929,NE,Not Evaluated
10214421,NE,Not Evaluated
1699474,LC,Least Concern
4452301,NE,Not Evaluated
2008601,NE,Not Evaluated
1077130,NE,Not Evaluated
4431768,NE,Not Evaluated
4431813,NE,Not Evaluated
7419948,NE,Not Evaluated
1695283,LC,Least Concern
1925233,NE,Not Evaluated
1920498,LC,Least Concern
5865098,LC,Least Concern
9314786,NE,Not Evaluated
9695352,NE,Not Evaluated
1926260,NE,Not Evaluated
4997515,NE,Not Evaluated
2079190,NE,Not Evaluated
2057695,NE,Not Evaluated
8138711,NE,Not Evaluated
1920259,NE,Not Evaluated
2049024,NE,Not Evaluated
2016038,NE,Not Evaluated
1902533,NE,Not Evaluated
1695309,NE,Not Evaluated
4487351,NE,Not Evaluated
4535510,NE,Not Evaluated
4457556,NE,Not Evaluated
4486682,NE,Not Evaluated
1792418,NE,Not Evaluated
7538141,NE,Not Evaluated
2039296,NE,Not Evaluated
1932976,LC,Least Concern
1924097,NE,Not Evaluated
1722161,NE,Not Evaluated
1920218,NE,Not Evaluated
4485824,NE,Not Evaluated
2056389,NE,Not Evaluated
2016796,NE,Not Evaluated
1918669,LC,Least Concern
1138576,NE,Not Evaluated
2035333,NE,Not Evaluated
4482797,NE,Not Evaluated
4459766,NE,Not Evaluated
4461554,NE,Not Evaluated
1743775,NE,Not Evaluated
2049661,NE,Not Evaluated
2015789,NE,Not Evaluated
1541217,NE,Not Evaluated
1959383,NE,Not Evaluated
2072955,NE,Not Evaluated
4427299,NE,Not Evaluated
4457210,NE,Not Evaluated
4486687,NE,Not Evaluated
1639362,NE,Not Evaluated
4458867,NE,Not Evaluated
8216670,NE,Not Evaluated
5749357,NE,Not Evaluated
6097844,NE,Not Evaluated
1638184,NE,Not Evaluated
6201790,NE,Not Evaluated
1543205,NE,Not Evaluated
2072196,NE,Not Evaluated
1639161,NE,Not Evaluated
1544168,LC,Least Concern
1543089,NE,Not Evaluated
1873079,NE,Not Evaluated
2020690,NE,Not Evaluated
1713389,NE,Not Evaluated
7903078,NE,Not Evaluated
2073990,NE,Not Evaluated
9559371,VU,Vulnerable
2072357,NE,Not Evaluated
4462355,NE,Not Evaluated
1544230,NE,Not Evaluated
1713317,NE,Not Evaluated
1539969,NE,Not Evaluated
4516695,NE,Not Evaluated
1537266,NE,Not Evaluated
5106115,NE,Not Evaluated
1714140,NE,Not Evaluated
1708512,NE,Not Evaluated
1701365,NE,Not Evaluated
1695059,LC,Least Concern
2072795,NE,Not Evaluated
4516740,NE,Not Evaluated
1688109,LC,Least Concern
1729811,LC,Least Concern
4431775,NE,Not Evaluated
1790368,NE,Not Evaluated
1710816,NE,Not Evaluated
1710463,NE,Not Evaluated
4402806,LC,Least Concern
1710900,LC,Least Concern
1704142,NE,Not Evaluated
5109661,NE,Not Evaluated
1681181,NE,Not Evaluated
1694532,LC,Least Concern
1538796,LC,Least Concern
1848378,NE,Not Evaluated
2012888,NE,Not Evaluated
1758878,NE,Not Evaluated
1708156,NE,Not Evaluated
1684939,NE,Not Evaluated
1695297,NE,Not Evaluated
1540325,LC,Least Concern
1782927,NE,Not Evaluated
8851157,NE,Not Evaluated
1708251,NE,Not Evaluated
1708601,NE,Not Evaluated
1706064,NT,Near Threatened
8546826,NE,Not Evaluated
1765954,NE,Not Evaluated
1991371,NE,Not Evaluated
8035998,LC,Least Concern
1544312,NE,Not Evaluated
2077503,NE,Not Evaluated
2074930,NE,Not Evaluated
1708459,LC,Least Concern
1776330,NE,Not Evaluated
1956599,NE,Not Evaluated
1703827,NE,Not Evaluated
1688230,LC,Least Concern
1730978,NE,Not Evaluated
1693928,VU,Vulnerable
1949852,LC,Least Concern
10974281,NE,Not Evaluated
5140244,NE,Not Evaluated
8016522,NE,Not Evaluated
1925221,LC,Least Concern
8312017,NE,Not Evaluated
4535817,DD,Data Deficient
1912395,NE,Not Evaluated
1906552,NE,Not Evaluated
5135191,NE,Not Evaluated
5137902,NE,Not Evaluated
1769505,NE,Not Evaluated
1710986,NE,Not Evaluated
1983548,NE,Not Evaluated
1918854,NE,Not Evaluated
8201251,NE,Not Evaluated
4447389,NE,Not Evaluated
8108800,NE,Not Evaluated
8073674,NE,Not Evaluated
1922311,NT,Near Threatened
1943397,NE,Not Evaluated
4299597,NE,Not Evaluated
5131910,NE,Not Evaluated
5142394,NE,Not Evaluated
7387466,NE,Not Evaluated
1082966,NE,Not Evaluated
5747774,NE,Not Evaluated
1913175,NE,Not Evaluated
1929270,NT,Near Threatened
5134469,NE,Not Evaluated
1920491,NE,Not Evaluated
5131096,NE,Not Evaluated
1922937,NE,Not Evaluated
1708494,NE,Not Evaluated
7570500,NE,Not Evaluated
5744295,NT,Near Threatened
5137668,NE,Not Evaluated
1846219,NE,Not Evaluated
5130682,LC,Least Concern
7633472,NE,Not Evaluated
1920506,NE,Not Evaluated
7791190,LC,Least Concern
7809779,NE,Not Evaluated
1930110,NE,Not Evaluated
1799132,NE,Not Evaluated
5134098,NE,Not Evaluated
1710774,NE,Not Evaluated
4403032,LC,Least Concern
1688979,NE,Not Evaluated
1729816,DD,Data Deficient
4535092,NE,Not Evaluated
7934873,NE,Not Evaluated
7799370,LC,Least Concern
5116698,NE,Not Evaluated
5747885,NE,Not Evaluated
5132183,NE,Not Evaluated
1919320,NE,Not Evaluated
1949794,NE,Not Evaluated
8237987,NE,Not Evaluated
5054445,NE,Not Evaluated
1438868,NE,Not Evaluated
5054043,NE,Not Evaluated
1430527,NE,Not Evaluated
1433906,NE,Not Evaluated
1441388,NE,Not Evaluated
1443455,NE,Not Evaluated
1433711,NE,Not Evaluated
4487146,NE,Not Evaluated
5772129,NE,Not Evaluated
5109523,NE,Not Evaluated
4533849,NE,Not Evaluated
7869346,NE,Not Evaluated
1787770,NE,Not Evaluated
1781008,NE,Not Evaluated
1790072,NE,Not Evaluated
1790062,NE,Not Evaluated
1777631,NE,Not Evaluated
1797276,NE,Not Evaluated
5143947,NE,Not Evaluated
4524914,NE,Not Evaluated
1978776,NE,Not Evaluated
7973517,NE,Not Evaluated
4524376,NE,Not Evaluated
4524184,NE,Not Evaluated
5146762,NE,Not Evaluated
6121184,NE,Not Evaluated
1798931,NE,Not Evaluated
4524971,LC,Least Concern
5149499,NE,Not Evaluated
1949877,NE,Not Evaluated
8178854,NE,Not Evaluated
1920512,NE,Not Evaluated
8047165,LC,Least Concern
8262258,NT,Near Threatened
8426357,NE,Not Evaluated
5772063,NE,Not Evaluated
1533889,NE,Not Evaluated
4523522,NE,Not Evaluated
1799799,NE,Not Evaluated
5868121,NE,Not Evaluated
5054177,NE,Not Evaluated
5053142,NE,Not Evaluated
5053131,NE,Not Evaluated
5053991,NE,Not Evaluated
5054241,NE,Not Evaluated
1430666,NE,Not Evaluated
1436214,NE,Not Evaluated
1441375,NE,Not Evaluated
1443420,NE,Not Evaluated
1438079,NE,Not Evaluated
1430411,NE,Not Evaluated
4534719,NE,Not Evaluated
1795215,NE,Not Evaluated
7712384,NE,Not Evaluated
1774347,NE,Not Evaluated
1782319,NE,Not Evaluated
1776619,NE,Not Evaluated
1765011,NE,Not Evaluated
1959460,NE,Not Evaluated
1957718,NE,Not Evaluated
1983190,NE,Not Evaluated
5145186,NE,Not Evaluated
1771040,NE,Not Evaluated
5102951,NE,Not Evaluated
6097020,NE,Not Evaluated
4490143,NE,Not Evaluated
1435251,NE,Not Evaluated
1441865,NE,Not Evaluated
5053363,NE,Not Evaluated
1431624,NE,Not Evaluated
1433936,NE,Not Evaluated
1436629,NE,Not Evaluated
5054434,NE,Not Evaluated
4482345,NE,Not Evaluated
1431736,NE,Not Evaluated
1434354,NE,Not Evaluated
4487506,NE,Not Evaluated
1767597,NE,Not Evaluated
1782763,NE,Not Evaluated
4533433,NE,Not Evaluated
1766646,NE,Not Evaluated
1759097,NE,Not Evaluated
4533347,NE,Not Evaluated
1790002,NE,Not Evaluated
1768771,NE,Not Evaluated
1765038,NE,Not Evaluated
5113234,NE,Not Evaluated
8103163,NE,Not Evaluated
11598540,NE,Not Evaluated
5144543,NE,Not Evaluated
5769062,NE,Not Evaluated
1961040,NE,Not Evaluated
1969954,NE,Not Evaluated
1971858,NE,Not Evaluated
1970213,NE,Not Evaluated
5146946,NE,Not Evaluated
5147038,NE,Not Evaluated
5149780,NE,Not Evaluated
1882210,NE,Not Evaluated
1889833,NE,Not Evaluated
8964772,NE,Not Evaluated
7674502,NE,Not Evaluated
1941348,NE,Not Evaluated
8302139,VU,Vulnerable
1798372,NE,Not Evaluated
1816881,NE,Not Evaluated
1972374,VU,Vulnerable
4458782,NE,Not Evaluated
4476667,NE,Not Evaluated
4472897,NE,Not Evaluated
5754640,NE,Not Evaluated
7508714,NE,Not Evaluated
4472331,NE,Not Evaluated
7567461,NE,Not Evaluated
4988354,NE,Not Evaluated
6097856,NE,Not Evaluated
5747863,NE,Not Evaluated
7798382,LC,Least Concern
1926324,NE,Not Evaluated
1860768,NE,Not Evaluated
1744593,NE,Not Evaluated
1970284,NE,Not Evaluated
1441860,NE,Not Evaluated
1451712,NE,Not Evaluated
5053695,NE,Not Evaluated
1774285,NE,Not Evaluated
1766741,NE,Not Evaluated
1789745,NE,Not Evaluated
1759407,NE,Not Evaluated
5772176,NE,Not Evaluated
1768815,NE,Not Evaluated
1792645,NE,Not Evaluated
4534257,NE,Not Evaluated
4532471,NE,Not Evaluated
4532412,NE,Not Evaluated
1765767,NE,Not Evaluated
5143944,NE,Not Evaluated
5880550,NE,Not Evaluated
1990066,NE,Not Evaluated
5149438,NE,Not Evaluated
1957572,NE,Not Evaluated
1957816,NE,Not Evaluated
1986220,NE,Not Evaluated
1983535,NE,Not Evaluated
7555991,LC,Least Concern
1984942,NE,Not Evaluated
1871407,NE,Not Evaluated
5768179,NE,Not Evaluated
9092175,NE,Not Evaluated
1786360,NE,Not Evaluated
1782627,NE,Not Evaluated
4534914,NE,Not Evaluated
1962265,NE,Not Evaluated
4523564,NE,Not Evaluated
1858637,NE,Not Evaluated
8796936,NE,Not Evaluated
1143384,NE,Not Evaluated
8996498,NE,Not Evaluated
4470722,NE,Not Evaluated
6097889,NE,Not Evaluated
7999433,NE,Not Evaluated
5872127,NE,Not Evaluated
5754576,NE,Not Evaluated
8335802,NE,Not Evaluated
4475210,NE,Not Evaluated
8233062,LC,Least Concern
8208583,NE,Not Evaluated
7738295,NE,Not Evaluated
8167638,LC,Least Concern
1931179,NE,Not Evaluated
1825064,NE,Not Evaluated
2020655,NE,Not Evaluated
1438067,NE,Not Evaluated
5053155,NE,Not Evaluated
1441801,NE,Not Evaluated
5053729,NE,Not Evaluated
1455797,NE,Not Evaluated
1945589,NE,Not Evaluated
5138298,NE,Not Evaluated
1819170,NE,Not Evaluated
1947335,NE,Not Evaluated
5070833,LC,Least Concern
5147516,NE,Not Evaluated
1249729,NE,Not Evaluated
1442566,NE,Not Evaluated
1443303,NE,Not Evaluated
2021010,NE,Not Evaluated
1767625,NE,Not Evaluated
1783043,NE,Not Evaluated
8742426,NE,Not Evaluated
4533273,NE,Not Evaluated
1759153,NE,Not Evaluated
7725644,NE,Not Evaluated
1797349,NE,Not Evaluated
1977962,NE,Not Evaluated
5769068,NE,Not Evaluated
7769543,NE,Not Evaluated
1992066,NE,Not Evaluated
8014296,NE,Not Evaluated
1878862,NE,Not Evaluated
1879252,NE,Not Evaluated
1797178,NE,Not Evaluated
7701550,NE,Not Evaluated
1982878,NE,Not Evaluated
5146659,NE,Not Evaluated
4471042,NE,Not Evaluated
5872156,NE,Not Evaluated
4480293,NE,Not Evaluated
1933793,NE,Not Evaluated
1925381,NE,Not Evaluated
1871783,NE,Not Evaluated
5117200,NE,Not Evaluated
5144805,NE,Not Evaluated
8158342,LC,Least Concern
5054240,NE,Not Evaluated
1435164,NE,Not Evaluated
5054073,NE,Not Evaluated
1441371,NE,Not Evaluated
1430468,NE,Not Evaluated
1434149,NE,Not Evaluated
1031692,NE,Not Evaluated
5759064,NE,Not Evaluated
1778517,NE,Not Evaluated
1787859,LC,Least Concern
4533125,NE,Not Evaluated
4534538,NE,Not Evaluated
1987527,NE,Not Evaluated
1982445,VU,Vulnerable
1981696,NE,Not Evaluated
5768149,NE,Not Evaluated
6096910,NE,Not Evaluated
1434961,NE,Not Evaluated
5054080,NE,Not Evaluated
5054111,NE,Not Evaluated
1435562,NE,Not Evaluated
1433703,NE,Not Evaluated
2003270,NE,Not Evaluated
4487373,NE,Not Evaluated
1795236,NE,Not Evaluated
4533431,NE,Not Evaluated
4533824,NE,Not Evaluated
1773504,NE,Not Evaluated
5111481,NE,Not Evaluated
1787825,NE,Not Evaluated
1787417,NE,Not Evaluated
1786902,NE,Not Evaluated
5110200,NE,Not Evaluated
1782579,NE,Not Evaluated
1790816,NE,Not Evaluated
1761041,NE,Not Evaluated
8421569,NE,Not Evaluated
7755220,VU,Vulnerable
1977967,NE,Not Evaluated
5144900,NE,Not Evaluated
5146559,NE,Not Evaluated
1881151,NE,Not Evaluated
1766274,NE,Not Evaluated
1791846,NE,Not Evaluated
1786936,NE,Not Evaluated
1787213,NE,Not Evaluated
8352161,NE,Not Evaluated
1970243,NE,Not Evaluated
1965795,NE,Not Evaluated
5148436,NE,Not Evaluated
5147193,NE,Not Evaluated
7598973,NE,Not Evaluated
4472373,NE,Not Evaluated
7552938,NE,Not Evaluated
8711380,NE,Not Evaluated
4988484,NE,Not Evaluated
7759824,NE,Not Evaluated
5998027,NE,Not Evaluated
8391987,NE,Not Evaluated
5872129,NE,Not Evaluated
6097878,NE,Not Evaluated
8219006,NE,Not Evaluated
4476940,NE,Not Evaluated
9027622,NE,Not Evaluated
5753697,NE,Not Evaluated
5755950,NE,Not Evaluated
1862580,NE,Not Evaluated
1860987,NE,Not Evaluated
1888491,NE,Not Evaluated
5768160,NE,Not Evaluated
5107219,NE,Not Evaluated
1792411,NE,Not Evaluated
5109550,LC,Least Concern
5772351,NE,Not Evaluated
8253467,NE,Not Evaluated
1797479,NE,Not Evaluated
1987558,NE,Not Evaluated
1986166,NE,Not Evaluated
2008130,NE,Not Evaluated
4989308,NE,Not Evaluated
11017128,NE,Not Evaluated
4476598,NE,Not Evaluated
5873215,NE,Not Evaluated
6097913,NE,Not Evaluated
9750962,NE,Not Evaluated
5716410,EX,Extinct
5755399,NE,Not Evaluated
4483831,NE,Not Evaluated
1453052,NE,Not Evaluated
1433914,NE,Not Evaluated
1771698,NE,Not Evaluated
1759661,NE,Not Evaluated
8007222,NE,Not Evaluated
1776862,NE,Not Evaluated
1765017,NE,Not Evaluated
4525068,NE,Not Evaluated
1962636,NE,Not Evaluated
1988593,NE,Not Evaluated
5144721,NE,Not Evaluated
5149820,NE,Not Evaluated
5772222,NE,Not Evaluated
