speciesKey,vernacularName
4402806,Ebner's Modest Bush-Cricket
5109661,Kungsljuskapuschongfly
1694532,Short-Winged Spiny Bush-Cricket
1538796,Grote Fophommel
1758878,Satellite
1684939,Serbian Pygmy Bush-Cricket
1782927,Scarce Dagger
8851157,NA
1706064,Balkan Mountain Grasshopper
8546826,Almindelig Smalbuk
1765954,Heart Moth
1991371,Common Emerald
8035998,Tree Grayling
1544312,NA
2077503,Pea Aphid
1776330,Grey Arches
1956599,Mottled Umber
1688230,Slender Bright Bush-Cricket
1730978,Leopard Moth
1693928,Macedonian Steppe Bush-Cricket
1949852,Alpine Grizzled Skipper
10974281,Balkanzijde-Erebia
5140244,Eros Blue
8016522,Alcon Blue
1925221,Bleek Blauwtje
8312017,Great Sooty Satyr
1912395,Balkan Fritillary
1906552,Oriental Meadow Brown
5135191,Scotch Argus
5137902,Eastern Wood White
1769505,Lunar-Spotted Pinion
1710986,Lesser Mottled Grasshopper
1983548,Angle-Barred Pug
1918854,Eastern Rock Grayling
4447389,NA
8108800,Katoendaguil
8073674,Lulworth Skipper
1943397,Tufted Marbled Skipper
4299597,Natterwurz-Perlmutterfalter
5131910,Purple Emperor
5142394,NA
7387466,NA
1082966,Kortvleugelboorkever
5747774,NA
1913175,NA
1929270,Large Copper
5134469,Large Ringlet
1920491,Scheefbloemwitje
5131096,Hungarian Glider
1922937,Cranberry Blue
1708494,NA
5744295,Glow-Worm
5137668,Balkan Clouded Yellow
1846219,NA
5130682,Camberwell Beauty
7633472,Silver-Spotted Skipper
1920506,Large White
7791190,Bright-Eyed Ringlet
7809779,High Brown Fritillary
1930110,Brown Hairstreak
1799132,Blossom Underwing
5134098,NA
4403032,Durmitor Bright Bush-Cricket
1688979,Decticelle Bicolore
1729816,Lazaropole Cave-Cricket
7934873,Flockenblumen-Scheckenfalter
7799370,Hochalpen-Perlmutterfalter
5116698,Hoary Footman
5747885,NA
5132183,Poplar Admiral
1919320,Eastern Dappled White
1949794,Large Grizzled Skipper
8237987,White Ermine
1438868,Puroraspikas
5054043,Tummaseulakas
1430527,Koskihormikas
1433906,NA
1433711,NA
5109523,Grauwe Monnik
4533849,NA
7869346,Gevlekte Pijluil
1787770,Marbled Coronet
1781008,Ceinture Brune (La)
1790072,Geelbruine Herfstuil
1790062,Roodbruine Herfstuil
1777631,Vampyrfly
1797276,French Red Underwing
5143947,March Moth
4524914,Gnophos Glauque (La)
1978776,Appeltak
4524376,Yellow Shell
4524184,Cidarie Des Alpages (La)
5146762,Acidalie Des Alpages
6121184,Oranje Kruidenmot
1798931,Northern Drab
1949877,Yellow-Banded Skipper
8178854,Marbled Skipper
1920512,Mountain Small White
8047165,Silky Ringlet
8262258,Black Ringlet
8426357,Narrow-Bordered Five-Spot Burnet
5772063,Spotted Sulphur
4523522,Blotched Emerald
1799799,Small Yellow Underwing
5868121,Keltaneulasvarpiainen
5054177,NA
5053142,NA
5053131,Dikpalp-Geelkraagje
5053991,Saksinseulakas
5054241,NA
1430666,NA
1436214,Interrupted Long-Horned Caddisfly
1441375,NA
1443420,NA
1438079,NA
1430411,NA
4534719,Green-Brindled Crescent
1795215,Tree-Lichen Beauty
7712384,Bryophile Lupuline (La)
1774347,Stout Dart
1782319,Caradrine De La Pulmonaire (La)
1776619,Small Angle Shades
1765011,Mottled Rustic
1957718,Chalk Carpet
5145186,Tawny Wave
1771040,Turnip Moth
5102951,Common Yellow Conch
6097020,Bleekbuikbladwesp
1435251,NA
1441865,NA
1431624,NA
1433936,NA
1436629,Vuosarvekas
5054434,NA
4482345,Hammasraspikas
1431736,NA
1434354,NA
1767597,Dark Spectacle
1782763,Bont Schaapje
4533433,Ingrailed Clay
1766646,Green Arches
1759097,Donkere w-Uil
4533347,Dark Brocade
1790002,Flounced Chestnut
1768771,Dotted Chestnut
1765038,Caradrine Terreuse (La)
5113234,Fan-Foot
8103163,Anthophile De L'herbe-Aux-Anes (L')
11598540,NA
5144543,Black-Veined Moth
5769062,Spring Usher
1961040,Small Grass Emerald
1969954,Tissue
1971858,Small Waved Umber
1970213,Purple Bar
5146946,NA
5147038,NA
1882210,Diamond-Spot Sable
1889833,Olive-Tree Pearl
8964772,Bronze Forester
7674502,Slender Scotch Burnet
1798372,Raggfly
4476667,Akkerboogkever
5754640,Pekloopkever
7508714,Gepuncteerde Zwartschild
4472331,NA
7798382,Water Ringlet
1926324,Purple Hairstreak
1860768,Geelbandlangsprietmot
1744593,Brandnetelbladroller
1970284,Grass Wave
1441860,NA
1451712,NA
5053695,NA
1774285,Green-Brindled Dot
1766741,Kupfereule
1789745,Broad-Bordered Yellow Underwing
5772176,Clay
1768815,Red-Headed Chestnut
1792645,Orange Upperwing
4532412,Ljusribbat Vickerfly
1765767,Dot Moth
5143944,Najaarsboomspanner
5880550,Peacock Moth
1990066,Scalloped Hazel
5149438,Clouded Border
1957572,Willow Beauty
1957816,Shaded Broad-Bar
1986220,Silver-Ground Carpet
7555991,Cidarie Glauque
1984942,Treble Bar
1871407,Gold Triangle
1786360,Ni Moth
1782627,Tweekleurige Heremietuil
4534914,Three-Humped Prominent
1962265,Purple Thorn
4523564,November Moth
1858637,Rose Plume
8796936,Lepture De Pique (Femelle)
1143384,Rode Boktor
4470722,NA
6097889,NA
7999433,NA
5872127,Beekpriemkever
5754576,NA
8335802,NA
8233062,Swiss Brassy Ringlet
8208583,Kleines Ochsenauge
7738295,Dewy Ringlet
8167638,Mountain Ringlet
1931179,NA
1825064,Pale Prominent
2020655,Sycamore Lace Bug
5053155,NA
1441801,NA
5053729,NA
1945589,Persian Skipper
1947335,Chequered Skipper
5070833,NA
1249729,European Pine Sawfly
1443303,NA
2021010,Field Damsel Bug
1767625,Spectacle
1783043,Miller
8742426,Marbled Grey
4533273,Merveille Du Jour
1759153,Centre-Barred Sallow
7725644,Saltern Ear
1797349,Compagne (La)
5769068,Dotted Border
7769543,Yellow-Ringed Carpet
1992066,Double-Striped Pug
8014296,Small Blood-Vein
1878862,Okernebbmott
1797178,Light Crimson Underwing
5146659,Ochraceous Wave
4480293,NA
1925381,NA
5117200,Feathered Footman
5144805,Lace Border
8158342,Hufeisenklee-Widderchen
5054240,NA
1435164,NA
5054073,NA
1441371,NA
1430468,NA
1434149,NA
1031692,f-Winged Barklouse
5759064,Alsemschaduwwants
4534538,Rosy Minor
1981696,Drab Looper
6096910,Narrow-Barred Fusehorn
1434961,NA
5054080,NA
5054111,NA
1435562,Sinisarvekas
1433703,Pohjanlouhekas
1795236,Bryophile Modeste (La)
4533431,Purple Clay
4533824,Fuyarde (La)
5111481,Devonshire Wainscot
1787417,Pale Stigma
1786902,Grey Chi
5110200,Burren Green
1782579,Green Angle Shades
1790816,Lunar Double-Stripe
1761041,Schaaruil
8421569,Small Engrailed
1977967,Kalkbandspanner
5144900,Mullein Wave
5146559,Riband Wave
1881151,Rush Veneer
1766274,Kromzitter
1791846,Bonte Granietuil
1786936,Lyst Klippefly
1787213,Bleke Stofuil
8352161,Beet Armyworm
1970243,Boarmie Plumeuse (La)
1965795,Northern Spinach
5148436,Sparspanner
5147193,Dwarf Cream Wave
7598973,NA
4472373,NA
7552938,NA
7759824,Poplar Borer
6097878,Bospriemkever
8219006,NA
4476940,NA
1862580,Eyed Hawk-Moth
1860987,NA
1888491,Dusky Grass-Veneer
5768160,Disjunct Forester
1792411,Beautiful Golden y
5109550,Cucullie De La Rue-Des-Chiens (La)
5772351,Double Square-Spot
8253467,Gestreepte Rietuil
1797479,Clifden Nonpareil
1986166,Red Twin-Spot Carpet
11017128,NA
4476598,NA
5873215,Kalkkruiper
6097913,Breedhalskruiper
9750962,Behaarde Kruiper
5716410,Kleine Strandloopkever
5755399,NA
4483831,Sortgul Cikade
1453052,NA
1433914,NA
1771698,Pink-Barred Sallow
1759661,Conformist
8007222,Large Nutmeg
1776862,Bird's Wing
1765017,Clancy's Rustic
4525068,Olkipaahdemittari
1962636,Scorched Carpet
1988593,Green Carpet
5144721,Acidalie Grisonnante (L')
5149820,Bruine Oogspanner
5772222,Kosmopoliet
9414984,NA
1988881,Dingy Shell
1955694,Vestal
5146611,Isle of Wight Wave
9128025,Almindelig Tandbuk
7976796,Aiguille Travailleuse
4472900,Early Sunshiner
5873214,Sobere Kustkruiper
5754974,Akkersnelloper
1436758,NA
5152740,Ketovirnalude
1783855,Golden Plusia
1772940,Graanworteluil
1798984,Common Quaker
6097254,Donkerbruine Snuituil
5880533,Tawny-Barred Angle
1969958,Cavernicole Blafarde
1875120,Prachtmot
5147441,Portland Ribbon Wave
7387665,NA
1541763,Hommelreus
5054382,NA
1441518,NA
1433314,Koskipalkonen
1772179,Gold Spot
1780926,Gele Granietuil
1781016,Ceinture Rousse (La)
1769519,Lesser-Spotted Pinion
1790153,Graubraune Herbsteule
1759667,Geelbruine Houtuil
1790361,Red Sword-Grass
1768341,Frosted Orange
1770307,Flounced Rustic
4534486,Bleke Grasworteluil
1799701,Glanzende Marmeruil
4532508,Jubilee Fan-Foot
1797258,Red Underwing
1759069,Pale-Shouldered Brocade
1968867,Feathered Thorn
4524740,Pale Brindled Beauty
1963306,Sussex Emerald
1982541,Juniper Pug
7940536,Heart and Club
1962268,Lunar Thorn
1111942,NA
9182620,NA
4473579,NA
1035929,Pale Pin-Palp
5754745,Bosak Punktowany
7510907,NA
1798807,Snout
4522911,Bokantennmal
1358088,Asbij
1434211,NA
5054452,NA
1438558,NA
1436694,NA
1430530,NA
1434372,NA
4532919,Espers Wiesenrauten-Silbereule
5772169,White-Speck
1776371,Bruine Heide-Uil
4532516,Clay Fan-Foot
4525078,Klaverspanner
1787400,Hoeklijnuil
1973467,Brown Silver-Line
1981998,Zuidelijke Spikkelspanner
1959395,Dark Umber
5165586,Mellusvoksvinge
2107889,Verwechselter Fanghaft
4459361,NA
1771531,Hedge Rustic
1759637,Xyline De L'aulne (La)
5143697,Common White Wave
1764209,NA
1957706,Tandbandspanner
5755593,NA
4472675,NA
5757120,Kalknachtloper
1861644,Convolvulus Hawk-Moth
1433809,Virtalouhekas
5772186,Wortelstreepgrasuil
8756768,Wilgenweeskind
1957852,August Thorn
5769072,Najaarsspanner
1967273,Straw Belle
5147208,Plain Wave
5884851,Brown China-Mark
5804895,Cryptic Wood White
8416348,Autumn Silkworm Moth
5105339,Festoon
4473720,NA
8064055,NA
4472993,Borstelglimmer
4475636,NA
4475040,Boslangtars
1971888,Egale Bosrankspanner
7649338,Berkenboktor
8964283,NA
1430551,NA
1441608,NA
1439839,Pikkuseulakas
4487099,Common Damselbug
6097260,Pease Blossom
1770416,Radford's Flame Shoulder
1765751,Coler Ddu'r Dwyrain
4524636,Great Oak Beauty
1956440,Common Heath
1777517,Noctuelle Adulatrice (La)
4302252,The Gem
1035185,Common Sun Beetle
8017063,NA
7499368,NA
5054385,NA
1434120,NA
1769514,NA
4524638,Pale Oak Beauty
1763610,Antler Moth
4532351,Paignton Snout
1825077,Iron Prominent
4458855,NA
5755587,NA
4476429,NA
4473202,NA
5754521,NA
5873207,Grindkruiper
4482564,NA
1773163,Garden Dart
1790160,Bruine Herfstuil
4532366,Rjavkasta Starikavka
1798408,Burnet Companion
8856895,Gegolfde Lichtmot
1872901,Meal Moth
8403618,Cistus Forester
1778596,Smalvleugelrietboorder
1786980,Geometrician
5880545,Sharp-Angled Peacock
8705902,Plum Beetle
4470829,NA
1036192,Akkerpriemkever
1035931,Seine Riverbank Ground Beetle
7519719,NA
4476293,NA
4472838,NA
5755053,Agonum Des Marais
7449579,NA
1993419,Bosrankvlinder
2104271,Witstreepgaasvlieg
4516839,Stipfopwesp
1541740,Wespreus
1268824,NA
1789267,Brindled Green
1957791,Gelijnde Bruinbandspanner
7576840,Old House Borer
5873357,Groene Fluweelloper
5123474,NA
5035816,Kalkjordmaur
1798594,Buttoned Snout
1886579,Greenish-Yellow Sitochroa Moth
1966017,Blood-Vein
5716472,Green Drake
2106057,Gevlekte Gaasvlieg
1356981,Early Mining Bee
2105987,Groenkopgaasvlieg
2105909,Dennengaasvlieg
2097566,NA
9792543,NA
4525369,Spindle Ermine
1314881,Grauwzwarte Mier
1310622,Cryptische Veldwesp
1737847,Codling Moth
5101745,Lackey
1831136,Diamondback Moth
4534166,Clover Cutworm Moth
5123221,White Plume Moth
7596232,Manteau Jaune (Le)
1766137,Copper Underwing
5141677,Large Chequered Skipper
7762279,NA
4458844,Hjerteplettet Blomsterbuk
2103121,Ascalafo Latteo
1316070,Untergrundameise
1768702,Chestnut
5871389,European Paper Wasp
5154481,American Buffalo Treehopper
1419851,Lesser Earwig
5772269,Nazomeruil
5145009,Lesser Cream Wave
5149784,Geelbruine Oogspanner
1047536,Colorado Potato Beetle
2099348,NA
11120721,Sydlig Ornamentsvirreflue
1771509,Feathered Gothic
5147062,Purple-Bordered Gold
5125689,Rosy Tabby
5145260,Lewes Wave
4487625,Essenprachtblindwants
2007862,Harlequin Bug
4391843,Heirandtege
2078942,Metallbreitege
1984734,Chimney Sweeper
1542979,Gewoon Kopermanteltje
8537359,Gewone Coronamot
1808450,Nine-Spotted
1777253,Figure of Eight
1840408,Bonte Kaartmot
1768117,Dewick's Plusia
4532544,Clouded Buff
1782672,Knot Grass
1859046,Common Plume
1890772,Purpurengmott
4487578,Bruine Prachtblindwants
4486004,Negro Bug
4534240,Caradrine Aveugle (La)
4483172,Riesenzirpe
8352804,Glatte Wolfsmilchwanze
5866107,River Skater
1962860,Lilac Beauty
5758805,Flekktorntege
1494966,Hommeldaas
4528547,Sleedoornpalpmot
4522916,Bleke Langsprietmot
1858775,Ereprijsvedermot
1890534,Mynteengmott
5772178,White-Point
1877941,Large Tabby
4525777,Red-Belted Clearwing
1859285,Scherphoekvedermot
4485742,NA
1886587,Fijne Golfbandmot
1889287,Duingrasmot
2020522,Common Water-Boatman
2008338,Nettle Groundbug
2024221,Dornzikade
4485774,Groene Veldschildwants
2011597,Plant Bug
4486391,Apilakirkilude
1666756,Anthracite Bee-Fly
5758809,Ballotegraafwants
4487546,Lehtokauluslude
1424207,Bruine Winterjuffer
6097777,Gestreepte Schildpadtor
2008516,Masked Hunter
5758856,Hietaruutulude
1590998,Maartse Vlieg
6260393,Groene Rietcicade
6096794,NA
4391703,Grote Wolfsmelkwants
4486348,Kleine Praalridderwants
5758810,Hvidrandet Tornben
4486247,NA
1536449,Marmalade Hoverfly
4484303,Brassica Whitefly
4487326,Bruine Graswants
1149909,Bonte Ribbelboktor
5077646,Onion Maggot
4486868,Groenbuiksteltwants
4487361,Fackelblomskinnbagge
8357721,"Aiguille Des Piquants, Agapanthie Du Chardon"
1423540,Vuurjuffer
4487069,Ant Damsel Bug
5130587,Oostelijke Vos
7768674,False Heath Fritillary
1084559,Behaarde Gouden Tor
1920864,NA
1085286,Escarabajo Abeja Del Sureste
2059458,Steppenspornzikade
1688085,Fuss' Bright Bush-Cricket
1718616,Desert Cricket
8414861,Grote Wikkeluis
7651366,NA
2020734,Brede Bremnetwants
2075301,Fennel Aphid
2029899,Japanese Maple Leafhopper
1700023,Rote Keulenschrecke
2042862,Thymianzirpe
4486471,Bodzik Czteroplamy
1924713,Long-Tailed Blue
2076214,Black Cherry Aphid
7487615,Balkan Green Bush-Cricket
1428308,Southern Darter
7887483,Garver
2048618,Zwerggraszirpe
1695045,Black Saw Bush-Cricket
2040103,NA
5051951,Beekrombout
2078842,White-Spotted Stink Bug
4513963,Balkan-Smaragdlibelle
4457129,NA
4483651,Blasse Graszirpe
1423395,Blue-Tailed Damselfly
4459326,NA
4458501,Dikdijkever
1315117,Red Barbed Ant
10961399,NA
5744412,Richard Des Prunes
4488968,Gamandernetwants
5984937,NA
2074379,NA
1742185,Geisha
4474780,Drypta
1039003,Black Sexton Beetle
4489285,Wanderspornzikade
4483189,Karminzirpe
4489684,NA
5872954,Caterpillar-Hunter
4522744,Dark-Brown Vine Moth
2055973,Triftenspornzikade
4487904,Luhtakorppilude
5005909,NA
5034888,Fireflekket Tremaur
9660344,Kalms Dwergschaduwwants
4390084,Box Bug
4431899,NA
4425638,NA
6096772,Brede Smallijf
1841261,Vuurmot
8115081,Clairon Mutille
4457519,Meloe Enfle-Boeufs D'automne
5147478,Least Carpet
2018563,Weinbergs-Blutzikade
1885937,Sneeuwvlekje
1290330,Ichneumonid Wasp
4485806,Carpocore Des Montagnes
5160015,Spiked Shieldbug
1797367,Dark Crimson Underwing
1541146,Kleine Bijvlieg
5979474,NA
1544431,Hover Fly
1803073,Cream-Bordered Green Pea
7918000,Noctuelle Pluviophile (La)
2074893,Cabbage Aphid
1711091,Large Marsh Grasshopper
1544292,NA
1544367,NA
1789695,Large Yellow Underwing
10607859,Cypress Pine Aphid
2069572,Corn Leaf Aphid
1710224,Cheating Mountain Grasshopper
1710228,Albanian Mountain Grasshopper
1704187,Long-Winged Mountain Grasshopper
1536794,Scheefvlek-Korsetzweefvlieg
1540272,NA
2072851,Mealy Plum Aphid
1861510,Doodshoofdvlinder
1718308,House Cricket
4485952,Andoornschildwants
5122439,Kleine Reuzenzakdrager
1704559,Macedonian Mountain Grasshopper
1695282,Alpen-Strauchschrecke
1047449,Elm Leaf Beetle
1902749,Lesser Marbled Fritillary
1681124,Slender Ground-Hopper
1792996,Pearly Underwing
1540020,Tweekleurig Gitje
1911177,Balkan Heath
1680490,Mittelmeer-Dornschrecke
1862719,Spurge Hawk-Moth
1681155,Zweipunkt-Dornschrecke
4447391,NA
1736601,Sergeant-Majoortje
10146505,Balkan Band-Winged Grasshopper
1983525,Lime-Speck Pug
5054436,NA
1442294,NA
1437951,NA
1433734,NA
4532122,Box Tree Moth
1435549,Mustasarvekas
1442776,NA
4481911,Geulschietmot
1434253,NA
4534057,Bordered Gothic
1787610,Tawny Shears
1770150,Angle-Striped Sallow
1789982,Brown-Spot Pinion
1975897,Peppered Moth
1964637,Galium Carpet
1979473,July Highflyer
1779435,Rannoch Sprawler
1760104,Cloaked Minor
1788635,Alchymist
7704804,Bitbock
7690513,NA
5754497,NA
1437854,NA
1796463,Toadflax Brocade
4533442,Fen Square-Spot
1787590,Varied Coronet
1789255,Jaspe Brun (Le)
4533360,Beautiful Arches
4533136,Barred Sallow
5110818,Brighton Wainscot
1792292,Purple Cloud
5147681,Brindled Beauty
1986157,Garden Carpet
1982542,Common Pug
5148247,Late Meidoornspanner
1437081,Sorasarvekas
5053670,NA
1442295,NA
1808752,Wood Tiger
4534676,Shoulder-Striped Clover
1789694,Kleine Huismoeder
4534052,Campion
1763697,Flame Brocade
1769543,White-Spotted Pinion
4534485,Tweekleurige Grasuil
1787112,Marsh Moth
1965629,NA
7960566,NA
5768880,Barred Yellow
1984949,Purple Treble-Bar
5106362,Shaggy Burnet
1783971,Double-Spot Brocade
4534086,Gulpudrat Nejlikfly
1760246,Small Purple-Barred
4523885,Green Pug
1965197,Bruine Bergspanner
5146837,Satin Wave
9155736,NA
6097872,Bergpriemkever
5754503,NA
7934757,NA
2104217,Franjegaasvlieg
1737753,Pea Moth
4525562,Gelijnde Spitskopmot
1308216,NA
5126052,Gulsmalmott
5134543,Almond-Eyed Ringlet
1437150,NA
5054448,NA
5113078,Small Fan-Foot
1792426,Plain Golden y
5112291,Dotted Clay
4533255,Sivkasta Zapletenka
1790364,Sword-Grass
1796117,Rustic Shoulder-Knot
1784359,Groene Geelvleugeluil
1819145,Pale Tussock
1534603,Gevlekte Bollenzweefvlieg
5053644,NA
1431569,Sysiharjakas
1766784,Chersotide Du Perce-Neige (La)
1786619,Graslilieneule
1972449,Winter Moth
5147354,Bright Wave
1769897,Straw Dot
5149474,Stalkruidspanner
5054361,NA
1439194,NA
1441826,NA
2010165,Bruinscheenspringwants
5113847,The Druid
1782777,Poplar Grey
5109686,Cucullie De La Tanaisie (La)
1775172,Griposie Chatoyante (La)
4532500,Plumed Fan-Foot
1960617,Brimstone Moth
5143380,Mottled Beauty
1984993,Rayure Modeste (La)
5146961,Small Fan-Footed Wave
1766814,Braune Labkrauteule
4491340,NA
2021041,Boomsikkelwants
4516779,Zwarte Myolepta
4491789,NA
1435116,NA
2079252,Rasmarktege
4532890,Donkere Marmeruil
1800004,Scarce Merveille Du Jour
5109576,Cucullie Des Campanules (La)
1990551,Scalloped Oak
5149843,Dragoceni Topolar
1986171,Dark-Barred Twin-Spot Carpet
1785185,Golden Twin-Spot
1782615,Double Kidney
1823726,Draak
4476566,NA
1035208,Bruingele Glimmer
1442133,NA
5109506,Cucullie Lucifuge (La)
7972792,Splendid Brocade
4533128,Lindegouduil
1962204,Early Thorn
5143675,Common Wave
4523556,Pale November Moth
6546645,NA
4476577,NA
5754537,NA
9775518,Zespuntmoerasloopkever
5755307,NA
4473959,NA
2108709,Havuhohtovahiainen
7825213,Large Dagger
1760893,Deep-Brown Dart
1766410,Tawny Marbled Minor
1792300,Kis Sugarasbagoly
5769028,Ringed Carpet
1984954,Lesser Treble-Bar
5149659,False Mocha
5112336,Neglected Rustic
9013850,Small Poplar Borer
4478784,NA
7880450,NA
5054356,NA
1433818,NA
1796451,Antirrhinum Brocade
5110885,Red Chestnut
5112283,Square-Spot Rustic
1770821,Crescent Dart
1789076,Kompassla-Uil
5110670,Dusky Sallow
1770573,Blair's Wainscot
1766418,Bont Halmuiltje
1784812,Grijze Stofuil
1791132,Ophiuse De L'orobe (L')
4524950,NA
4524426,September Thorn
8361848,Common Carpet
1982500,Tawny Speckled Pug
4522785,NA
1798916,Powdered Quaker
8196495,Black Spruce Borer
1136138,Fireplettet Blomsterbuk
9796855,Donkere Spiegelloopkever
4478789,NA
4476584,NA
9806854,NA
5873218,Blauwe Kruiper
6097852,Kleine Dwergloper
1436692,NA
1441935,NA
1767608,Engbloemkapje
5109599,Absintmonnik
5772349,Triple-Spotted Clay
5772205,Southern Wainscot
4524951,Annulet
1957632,Lead Belle
5146883,Blasser Zwergspanner
4475911,NA
5754578,NA
4474998,Heath Short-Spur
5755293,Grote Tandklauw
7894883,Plant Bug
7438067,Dusky Brocade
1534751,Grootoog-Bollenzweefvlieg
1839774,NA
11992983,Small Quaker
8675740,NA
1431606,NA
5152885,NA
1861031,Hertshooilangsprietmot
6096911,Gele Rozebladwesp
1766721,Graue Labkrauteule
4533671,Autumnal Rustic
1760857,Feathered Brindle
5144190,Beautiful Carpet
1968990,NA
2010164,Hairy Plant Bug
4488905,Kleine Binsine
1786931,Agrotide Farouche (L')
4532203,Purple Marbled
1972185,Grass Rivulet
1983967,Grasklokjesdwergspanner
1965841,NA
6097233,Belted Beauty
5109722,Skogsalathettefly
8329732,NA
4476435,NA
9198953,Strawberry Harp Ground Beetle
5755302,Noordelijke Tandklauw
4988363,Roodpotige Breedhalsloopkever
5757207,Snelle Schorsloopkever
2109189,Furuvoksvinge
5109665,Cucullie De La Fausse-Phlomide (La)
4533661,Brunt Kilefly
5111574,Shoulder-Striped Wainscot
1958323,Swallow-Tailed Moth
4524421,Dusky Thorn
1966886,Dennenbandspanner
1975903,Oak Beauty
1956524,Pretty Chalk Carpet
1880139,Streepjesgrasmot
1876329,Thistle Ermine
4491331,NA
1435909,Jokisarvekas
1795068,Zuidelijke Koperuil
1784824,Powdered Rustic
1961068,Small Brindled Beauty
6269529,Grote Zwarte Smalboktor
5755006,NA
2108812,Ringvoksvinge
1985760,NA
8054788,Bonte Pronkboktor
4474861,Bombarderbagge
1833627,NA
2104580,Chrysope Italienne
5054151,NA
5149665,Gestippelde Oogspanner
1790084,Dunkelgraue Herbsteule
1983997,Cloaked Pug
7767765,NA
1798346,Olive Crescent
8366158,Acidalie Rustique Du Midi (L')
4531402,Double-Striped Tabby
1941417,NA
1800032,Schijn-Nonvlinder
4470961,NA
5756799,NA
4475074,Kalkgroefkop
1746832,Large Fruit-Tree Tortrix
1747050,Voorjaarsbladroller
1537559,NA
1436064,Maltosarvekas
1441861,NA
10904813,Vroege Eikenuil
5144534,Large Emerald
7624494,NA
4458838,Bokblombock
4470535,Carabe Noduleux
8411250,Kleine Leempriemkever
4472911,NA
4459519,Calleux Arlequin
7596481,NA
4403053,Durmitor Plump Bush-Cricket
8111934,Clyte Rustique
4476983,NA
7571549,NA
1441819,NA
1782726,Alder Moth
4533444,Barred Chestnut
1795896,Abromiade Brune (L')
5143477,Dotted Carpet
1982525,Shaded Pug
4532260,Polygramme (La)
4473799,NA
8378220,Grote Duinkruiper
5755327,NA
4534225,NA
1787751,Olivbrunt Nejlikfly
4534297,NA
1957300,Essex Emerald
1789730,Lesser Yellow Underwing
5998041,NA
4473882,NA
7446960,NA
4473093,Breedhalsglimmer
4472849,Kameelloopkever
4473948,NA
1764673,Zuidelijke Kamperfoelie-Uil
1797333,Oak Yellow Underwing
1961013,NA
5148394,Witte Sparspanner
5144677,Sub-Angled Wave
5119143,Plumed Prominent
8130128,NA
5152867,Composietenblindwants
4488872,Braune Kapuzinerwanze
4532206,Small Marbled
1798504,Passenger
1963446,Red-Green Carpet
1760891,Black Rustic
5146601,Acidalie Des Balkans (L')
1951725,NA
8336322,NA
2008205,Gewone Grootrug
4534217,NA
1965640,Speckled Beauty
9012567,Blaubock
1115830,Kustbarkbock
4473994,NA
4534686,Marbled Clover
2104131,Gele Gaasvlieg
2106036,Zandgaasvlieg
8416949,NA
4532239,Beautiful Marbled
1969291,Isorengasmittari
4302268,White-Banded Carpet
1987744,Small White Wave
5146599,Acidalie Rousse (L')
4533446,Small Square-Spot
8396839,Glanzende Glimmer
2109140,Kystvoksvinge
1762952,NA
5109480,Grenkungsljuskapuschongfly
1769958,Great Brocade
1965243,Kalkalpen-Felsenspanner
5149667,Ephyre Blond-Roux (L')
4474922,Kleine Bombardeerkever
4481210,Rivierdriestaart
1828637,Ghost Moth
1766130,Blanksvart Buskfly
8966182,Brun Blomsterbuk
1875958,Maitokukkakoisa
1856289,Anthrazitmotte
1540742,Terrasjes-Kommazweefvlieg
4487687,Fine Streaked Bugkin
1967003,NA
2100386,NA
1554694,Allium Leafminer
1740120,Rhomboid Tortrix
1782948,Grey Dagger
4525476,Bloesempedaalmot
1541799,Witte Reus
2105962,Gewone Gaasvlieg
1688020,Punktierte Zartschrecke
4487565,NA
5035857,Yellow Meadow Ant
5742512,NA
1822830,Scarce Chocolate-Tip
5147232,Treble Brown Spot
1804071,Ruby Tiger
4516745,Kleine Langlijf
1891386,Flammigt Senapsmott
4534252,Lorimer's Rustic
2107451,NA
1626319,Bijvoetboorvlieg
8223165,European Corn Borer
4531517,Sandnebbmott
4534779,Licht Visstaartje
1583544,Grote Dansvlieg
8858121,Small Magpie
5149768,Mocha
1769566,Dun-Bar
4531975,Knoppurtengmott
2018539,Bindenblutzikade
8704131,NA
4486289,Praalridderwants
1495562,Arveboaru
1764987,Grauwe Stofuil
5733455,NA
4486194,NA
1535990,Grote Fopwesp
4486376,Composietennysius
2020846,Tyrninokkalude
4486291,NA
5978844,Igelfliege
1738429,Rutig Korgblomvecklare
2050012,Slanksprietrandwants
4532061,Botys Du Rhododendron
1839770,NA
1583568,Gewone Eenstreepdansvlieg
5104891,White-Triangle Slender
4487324,Aitoahdelude
5115874,Garden Tiger
1880907,Ancylolome Commun
4428407,Purperen Kniptor
6097214,Muslin Moth
4449160,Black-Banded Soft-Winged Flower Beetle
4485973,Skogbreitege
4486192,Dwerggraafwants
4488865,Tijmnetwants
1871683,NA
1890576,Grobladengmott
2020772,Malurtnettege
4486954,Kortvleugelige Roofwants
2050239,Skograndtege
8179641,Erakkosuomulude
5152456,Waterschorpioen
4485800,Beemdkroonschildwants
1824113,Eikenprocessierups
1785895,Cryptic Burnished Brass
8929628,Wiesenkleezirpe
5051273,Common Blue Damselfly
4449375,Malachite Beetle
4391852,Storrandtege
1497483,Beek-Goudoogdaas
2068870,Citrus Flatid Planthopper
1523500,NA
1796217,Suspected
2020590,Ohren-Netzwanze
2008269,Smalmeldetege
