natda_id,national_id,site_name,designation_code,designated_area_type,iucn_management_category,reported_area_ha,designation_year,ecosystem_type,management_plan,designation,designation_sq,authority,area_km2,records,species,records_per_km2,geometry
392203,NM_031,Burimi i ujit mineral në Poklek,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641789,MN_172,"Burimi i ujit mineral, në Mazhiq",XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702651,MN_201,Burimi i ujit ne Zhegoc,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392219,NM_047,Burimi i ujit të njelmët në Leqinë,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702654,MN_203,Gleni i Llukës ne Llukë te Ulet,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392207,NM_035,Guri i plakës në Dobroshec,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742157,MN_220,Guri te Kroni Krojmir,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392198,NM_026,Kompleksi i trungjeve të rrënjës (Quercus robur) në Negroc,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641792,MN_175,"Kroni i Akullit, në Rahovë",XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589861,NM_133,Lisat Binjak në Godanc të Epërm,XK06,designatedSite,III,0.05,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589859,NM_131,Lisi i Alushit në Rashincë,XK06,designatedSite,III,0.05,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589860,NM_132,Lisi i Sahitit në Godanc të Epërm,XK06,designatedSite,III,0.05,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392196,NM_007,Mineralet - Kristalet,XK06,designatedSite,III,0.05,1970,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392187,NM_003,Plepi (Populus tremula) në Bajçinë,XK06,designatedSite,III,0.05,1959,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392185,NM_002,Rrapi (Platanus orientalis) në Marash,XK06,designatedSite,III,0.05,1959,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641786,MN_169,Trungjet e Ahut (Fagus  sylvatica) në Bajgorë,XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641785,MN_168,Trungjet e Ahut (Fagus sylvatica) në Bajgorë,XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702645,MN_195,Trungjet e Bungut (Quercus petraea) ne Dunav,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641793,MN_176,Trungjet e Qarrit (Quercus cerris) në Zabërgjë,XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742163,MN_226,Trungjet e Shpardhit (Quercus frainetto) Smallushe,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392189,NM_005,Trungjet e blirit (Tilia argentea) në Isniq,XK06,designatedSite,III,0.05,1968,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392190,NM_015,Trungjet e bungut (Quercus sp.) në Lozice,XK06,designatedSite,III,0.05,1985,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392226,NM_053,Trungjet e dushkut (Quercus sp.) në Breshanc,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392209,NM_037,Trungjet e dushkut (Quercus sp.) në Polac,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392205,NM_033,Trungjet e dushkut (Quercus sp.) në Tërstenik,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392204,NM_032,Trungjet e dushkut - Gjashtë lisat (Quercus sp.) në Likoshan,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588610,NM_138,Trungjet e dushkut në Kaçanik të Vjetër,XK06,designatedSite,III,0.05,2015,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392197,NM_025,Trungjet e rrënjës (Quercus robur) në Nekovc,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392199,NM_027,Trungjet e shpardhit në Negroc,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742165,MN_228,Trungu  Bungëbutës (Quercus pubescens) Baicë,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742160,MN_223,Trungu  Bungëbutës (Quercus pubescens) Dobraje e Madhe,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641787,MN_170,Trungu i  Ahut (Fagus  sylvatica) në Bare,XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641794,MN_177,Trungu i  Ahut (Fagus moesiaca) në  Zabërgjë,XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641791,MN_174,"Trungu i Ahut me Burimin e ujit nën   rrënjë, në Ovçar",XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702662,MN_211,Trungu i Bungbutes ne Dashinoc,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702656,MN_205,Trungu i Bungbutes ne Kodrali,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702661,MN_210,Trungu i Bungbutes ne Maznik,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555635486,NM_164,Trungu i Bungbutes ne Rrypaj,XK06,designatedSite,III,0.05,2018,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596234,NM_154,Trungu i Bungut (Quercus petraea) në Lloshkobarë,XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596233,NM_153,"Trungu i Bungut (Quercus petraea) në, Komogllavë",XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596229,NM_149,"Trungu i Bungut (Quercus petraea),  në Cërnillë",XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596231,NM_151,"Trungu i Bungut (Quercus petraea), në Greme",XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702664,MN_213,Trungu i Bungut ne Ratish e Eperm,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596239,NM_159,"Trungu i Bungëbutës  (Quercus pubescens) , në Zaskok",XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596230,NM_150,"Trungu i Bungëbutës (Quercus pubescens), në Greme",XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702642,MN_192,Trungu i Kreka (Acer campestre) ne Burincë,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702663,MN_212,Trungu i Mrizit (bungut) ne Ratish e Ulët,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742167,MN-230,Trungu i Qarrit (Quercus cerris )” në Lupçë të Poshtëm,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742161,MN_224,Trungu i Qarrit (Quercus cerris) Gadime e Eperme,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742164,MN_227,Trungu i Qarrit (Quercus cerris) Resinovc,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702646,MN_196,Trungu i Qarrit (Quercus cerris) ne Lipovicë,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702648,MN_198,Trungu i Qarrit (Quercus cerris) ne Llovcë,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596237,NM_157,Trungu i Qarrit (Quercus cerris) në  Rahovicë,XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555698370,MN_186,Trungu i Qarrit (Quercus cerris) në Gërmovë,XK06,designatedSite,III,0.05,2020,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596235,NM_155,Trungu i Qarrit (Quercus cerris) në Pajat,XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641795,MN_178,Trungu i Qarrit (Quercus cerris) në Zabërgjë,XK06,designatedSite,III,0.05,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596236,NM_156,Trungu i Qarrit (Quercus cerris) në. Rahovicë,XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555596238,NM_158,Trungu i Qarrit (Quercus cerris) në. Zaskok,XK06,designatedSite,III,0.05,2017,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702668,MN_217,Trungu i Qarrit ne Carrabreg i Epërm,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742162,MN_225,Trungu i Rrënjës (Quercus robur) Poturoc,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742159,MN_222,Trungu i Shpardhit (Quercus frainetto) Bregu i Zi,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702641,MN_191,Trungu i Shpardhit (Quercus frainetto) ne Bresallc,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702652,MN_202,Trungu i Shpardhit (Quercus frainetto) ne Zhegoc,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702660,MN_209,Trungu i blirit Deqan,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702655,MN_204,Trungu i blirit ne Kodrali,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702658,MN_207,Trungu i blirit ne Strellc i Epërm,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702657,MN_206,Trungu i blirit ne Strellc te Ulet,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392244,NM_072,Trungu i blirit të argjendtë (Tilia tomentosa Moench.) në Shushicë të Epërme,XK06,designatedSite,III,0.05,2008,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555698372,MN_188,"Trungu i bungbutës (Quercus pubescens), në Zhiti",XK06,designatedSite,III,0.05,2020,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589849,NM_121,Trungu i bungut (Quercus petraea) në Nagavc,XK06,designatedSite,III,0.05,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589837,NM_109,Trungu i bungut (Quercus petraea) në Shtitaricë,XK06,designatedSite,III,0.05,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392220,NM_048,Trungu i bungut (Quercus sp.) në Lubovec,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392208,NM_036,Trungu i bungëbutës (Quercus pubescens Willd.) në Aqarevë,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392217,NM_045,Trungu i bungëbutës (Quercus pubescens Willd.) në Çitak,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555560523,NM_091,Trungu i bungëbutës (Quercus pubesens Willd.) në Guriq,XK06,designatedSite,III,0.05,2014,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392210,NM_038,Trungu i dushkut (Quercus sp.) në Likoc,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392206,NM_034,Trungu i dushkut (Quercus sp.) në Likoshan,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588603,NM_103,Trungu i dushkut (Quercus sp.) në Llapashticë të Epërme,XK06,designatedSite,III,0.05,2015,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392212,NM_040,Trungu i dushkut (Quercus sp.) në Prellovc,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555755394,MN_233,Trungu i dushkut në Bllacë (varrezat e fshatit),XK06,designatedSite,III,0.05,2023,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555755393,MN_232,Trungu i dushkut në Krushicë të Poshtme (varrezat e fshatit),XK06,designatedSite,III,0.05,2023,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702643,MN_193,Trungu i i Qarrit (Quercus cerris) ne Burincë,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392228,NM_055,Trungu i pishes (Pinus sp.) në Delloc,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588606,NM_106,Trungu i plepit (Populus tremula) në Gërdofc,XK06,designatedSite,III,0.05,2015,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588605,NM_105,Trungu i plepit (Populus tremula) në Murgull,XK06,designatedSite,III,0.05,2015,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588607,NM_107,Trungu i plepit (Populus tremula) në Orllan,XK06,designatedSite,III,0.05,2015,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392215,NM_043,Trungu i qarrit (Quercus cerris L.) në Kotorr,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392216,NM_044,Trungu i qarrit (Quercus cerris L.) në Padalishtë,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392218,NM_046,Trungu i qarrit (Quercus cerris L.) në Runik,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392201,NM_029,Trungu i qarrit (Quercus cerris) në Krajkovë,XK06,designatedSite,III,0.05,2006,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392191,NM_016,Trungu i qarrit (Quercus cerris) në Zllakuçan,XK06,designatedSite,III,0.05,1985,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589843,NM_115,Trungu i qarrit (Quercus cerris) në fshatin Ceceli,XK06,designatedSite,III,0.05,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392236,NM_063,Trungu i qarrit (Quercus sp.) në Vraniq,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392252,NM_080,Trungu i qarrit Gurakoc,XK06,designatedSite,III,0.05,2008,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555742166,MN_229,Trungu i rrënjës (Quercus robur) -Balaj,XK06,designatedSite,III,0.05,2022,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589839,NM_111,Trungu i rrënjës (Quercus robur) në Dumnicë të Llugës,XK06,designatedSite,III,0.05,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588601,NM_101,Trungu i shpardhit (Quercus frainetto) në Dyz,XK06,designatedSite,III,0.05,2015,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392233,NM_060,Trungu i vodhes (Sorbus domestica L.) në Budakovë,XK06,designatedSite,III,0.05,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702647,MN_197,Tugnu i Qarrit (Quercus cerris) ne Llashticë,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555702644,MN_194,Tungjet e Dardhës së Egër (Pyrus communis) ne Burincë,XK06,designatedSite,III,0.05,2021,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589851,NM_123,Trungu i shpardhit (Quercus frainetto) në Bratotin,XK06,designatedSite,III,0.04,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589847,NM_119,Trungu i shpardhit (Quercus frainetto) në Drenoc I,XK06,designatedSite,III,0.04,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589848,NM_120,Trungu i shpardhit (Quercus frainetto) në Drenoc II,XK06,designatedSite,III,0.04,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555589845,NM_117,Trungu i shpardhit (Quercus frainetto) në Kaznik,XK06,designatedSite,III,0.035,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641800,MN_182,"Burimi i ujit mineral, në Graboc i Epërm",XK06,designatedSite,III,0.03,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555698368,MN_184,Burimi i ujit termomineral në Ballancë,XK06,designatedSite,III,0.03,2020,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588615,NM_143,Guri i gjatë në Stagovë,XK06,designatedSite,III,0.03,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392186,NM_001,Mani Sham (Morus sp.),XK06,designatedSite,III,0.03,1957,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588616,NM_144,Trungjet e dushkut dhe qarrit në Runjevë,XK06,designatedSite,III,0.03,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588609,NM_137,Trungu i Qarrit në Kaçanik të Vjetër I,XK06,designatedSite,III,0.03,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555641798,MN_180,Trungu i blirit (Tilia argentea) në Sibovc,XK06,designatedSite,III,0.03,2019,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588612,NM_140,Trungu i dushkut në Kotlinë,XK06,designatedSite,III,0.03,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588608,NM_136,Trungu i qarrit në Kaçanik të Vjetër  II,XK06,designatedSite,III,0.03,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588613,NM_141,Trungu i qarrit në Kovaqec,XK06,designatedSite,III,0.03,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392221,NM_049,Trungu i rrënjës (Quercus robur) në Deiq,XK06,designatedSite,III,0.03,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392188,NM_004,Bliri (Tilia argentea) në Isniq,XK06,designatedSite,III,0.02,1968,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588619,NM_147,Guri i Zi në Llanishtë,XK06,designatedSite,III,0.02,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
392213,NM_041,Kompleksi i trungjeve të dushkut (Quercus sp.) në Rrezallë,XK06,designatedSite,III,0.02,2007,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
555588611,NM_139,Trungu i shelgut në Kaçanik,XK06,designatedSite,III,0.02,2016,terrestrial,,Natural Monument,Monument Natyre,Municipal and Govermental Authorities,,,,,point
